Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Who_Won,Winning_Line
BASKETBALL,COLLEGE MENS,SOUTHERN INDIANA,UT MARTIN,n/a,-218,180,UT MARTIN,-218
BASKETBALL,COLLEGE MENS,LINDENWOOD,WESTERN ILLINOIS,n/a,-162,136,LINDENWOOD,-162
BASKETBALL,COLLEGE MENS,SE MISSOURI STATE,SIU EDWARDSVILLE,n/a,100,-120,SE MISSOURI STATE,100
BASKETBALL,COLLEGE MENS,SANTA CLARA,SOUTH DAKOTA,n/a,-3600,1500,SANTA CLARA,-3600
BASKETBALL,COLLEGE MENS,NEVADA,COLORADO STATE,n/a,-410,320,COLORADO STATE,320
BASKETBALL,COLLEGE MENS,DAVIDSON,BETHUNE-COOKMAN,n/a,-1650,950,DAVIDSON,-1650
BASKETBALL,COLLEGE MENS,DENVER,NORTHERN COLORADO,n/a,215,-265,NORTHERN COLORADO,-265
BASKETBALL,COLLEGE MENS,OLE MISS,QUEENS NC,n/a,"","",OLE MISS,""
BASKETBALL,COLLEGE MENS,FRESNO STATE,CALIFORNIA BAPTIST,n/a,130,-155,CALIFORNIA BAPTIST,-155
BASKETBALL,COLLEGE MENS,KENTUCKY,OHIO STATE,n/a,-360,285,OHIO STATE,285
BASKETBALL,COLLEGE MENS,SAN FRANCISCO,MONTANA,n/a,-1800,1000,SAN FRANCISCO,-1800
BASKETBALL,COLLEGE MENS,RICHMOND,VMI,n/a,-900,600,RICHMOND,-900
BASKETBALL,COLLEGE MENS,IOWA,UTAH,n/a,-112,-108,IOWA,-112
BASKETBALL,COLLEGE MENS,FIU,IU INDIANAPOLIS,n/a,-455,350,FIU,-455
BASKETBALL,COLLEGE MENS,UCF,JACKSONVILLE,n/a,-1450,850,UCF,-1450
BASKETBALL,COLLEGE MENS,DRAKE,GREEN BAY,n/a,"","",DRAKE,""
BASKETBALL,COLLEGE MENS,RHODE ISLAND,TEMPLE,n/a,-148,124,RHODE ISLAND,-148
BASKETBALL,COLLEGE MENS,WICHITA STATE,KANSAS STATE,n/a,130,-155,WICHITA STATE,130
BASKETBALL,COLLEGE MENS,ELON,UNC GREENSBORO,n/a,-115,-105,ELON,-115
BASKETBALL,COLLEGE MENS,STANFORD,OREGON,n/a,185,-225,OREGON,-225
BASKETBALL,COLLEGE MENS,OMAHA,CAL POLY,n/a,150,-180,OMAHA,150
BASKETBALL,COLLEGE MENS,SAN DIEGO,UC SAN DIEGO,n/a,900,-1600,UC SAN DIEGO,-1600
BASKETBALL,COLLEGE MENS,GONZAGA,BUCKNELL,n/a,"","",GONZAGA,""
BASKETBALL,COLLEGE MENS,WEBER STATE,UTAH VALLEY,n/a,-110,-110,UTAH VALLEY,-110
BASKETBALL,COLLEGE MENS,CSU BAKERSFIELD,PORTLAND STATE,n/a,-175,145,PORTLAND STATE,145
BASKETBALL,COLLEGE MENS,SAN DIEGO STATE,CALIFORNIA,n/a,-218,180,SAN DIEGO STATE,-218
BASKETBALL,COLLEGE MENS,SAN JOSE STATE,KENNESAW STATE,n/a,-175,145,SAN JOSE STATE,-175
BASKETBALL,NBA,PHI 76ERS,CHA HORNETS,n/a,-700,500,PHI 76ERS,-700
BASKETBALL,NBA,CLE CAVALIERS,MIL BUCKS,n/a,-410,320,CLE CAVALIERS,-410
BASKETBALL,NBA,MIA HEAT,OKC THUNDER,n/a,100,-120,OKC THUNDER,-120
FOOTBALL,CFB,JACKSONVILLE STATE,OHIO,n/a,185,-225,OHIO,-225
FOOTBALL,CFB,FLORIDA,TULANE,n/a,-425,330,FLORIDA,-425
FOOTBALL,CFB,NOTRE DAME,INDIANA,n/a,-245,200,NOTRE DAME,-245
BASKETBALL,COLLEGE MENS,WESTERN MICHIGAN,VALPARAISO,n/a,-135,114,VALPARAISO,114
BASKETBALL,COLLEGE MENS,TEXAS A&M,HOUSTON CHRISTIAN,n/a,-20000,3500,TEXAS A&M,-20000
BASKETBALL,COLLEGE MENS,GRAMBLING,NORFOLK STATE,n/a,210,-258,NORFOLK STATE,-258
BASKETBALL,COLLEGE MENS,SEATTLE,ILLINOIS CHICAGO,n/a,-265,215,ILLINOIS CHICAGO,215
BASKETBALL,COLLEGE MENS,PENNSYLVANIA,RIDER,n/a,-205,170,PENNSYLVANIA,-205
BASKETBALL,COLLEGE MENS,ALABAMA STATE,DELAWARE STATE,n/a,-230,190,DELAWARE STATE,190
BASKETBALL,COLLEGE MENS,AKRON,YALE,n/a,170,-205,YALE,-205
BASKETBALL,COLLEGE MENS,SAINT PETERS,DELAWARE,n/a,-148,124,SAINT PETERS,-148
BASKETBALL,COLLEGE MENS,NC CENTRAL,LONGWOOD,n/a,130,-155,LONGWOOD,-155
BASKETBALL,COLLEGE MENS,NORTH TEXAS,APPALACHIAN STATE,n/a,-800,550,NORTH TEXAS,-800
BASKETBALL,COLLEGE MENS,CINCINNATI,DAYTON,n/a,-155,130,CINCINNATI,-155
BASKETBALL,COLLEGE MENS,UTEP,JACKSON STATE,n/a,-1600,900,UTEP,-1600
BASKETBALL,COLLEGE MENS,BYU,FLORIDA A&M,n/a,-20000,3500,BYU,-20000
BASKETBALL,COLLEGE MENS,LOYOLA MARYMOUNT,SOUTHERN UNIVERSITY,n/a,-380,300,LOYOLA MARYMOUNT,-380
FOOTBALL,NFL,LA CHARGERS,DEN BRONCOS,n/a,-142,120,LA CHARGERS,-142
BASKETBALL,NBA,ORL MAGIC,OKC THUNDER,n/a,220,-270,OKC THUNDER,-270
BASKETBALL,NBA,DET PISTONS,UTA JAZZ,n/a,-185,154,UTA JAZZ,154
BASKETBALL,NBA,WAS WIZARDS,CHA HORNETS,n/a,150,-180,WAS WIZARDS,150
BASKETBALL,NBA,BOS CELTICS,CHI BULLS,n/a,-1050,675,CHI BULLS,675
BASKETBALL,NBA,TOR RAPTORS,BKN NETS,n/a,-130,110,BKN NETS,110
BASKETBALL,NBA,HOU ROCKETS,NO PELICANS,n/a,-410,320,HOU ROCKETS,-410
BASKETBALL,NBA,MEM GRIZZLIES,GS WARRIORS,n/a,-130,110,MEM GRIZZLIES,-130
BASKETBALL,NBA,SA SPURS,ATL HAWKS,n/a,-118,-102,SA SPURS,-118
BASKETBALL,NBA,DAL MAVERICKS,LA CLIPPERS,n/a,-185,154,LA CLIPPERS,154
BASKETBALL,NBA,PHO SUNS,IND PACERS,n/a,-245,200,IND PACERS,200
BASKETBALL,NBA,MIN TIMBERWOLVES,NY KNICKS,n/a,-142,120,NY KNICKS,120
BASKETBALL,NBA,POR TRAIL BLAZERS,DEN NUGGETS,n/a,285,-360,POR TRAIL BLAZERS,285
BASKETBALL,NBA,SAC KINGS,LA LAKERS,n/a,-205,170,LA LAKERS,170
FOOTBALL,CFB,SAM HOUSTON,GEORGIA SOUTHERN,n/a,150,-180,SAM HOUSTON,150
BASKETBALL,COLLEGE MENS,NORFOLK STATE,ALABAMA STATE,n/a,-218,180,NORFOLK STATE,-218
BASKETBALL,COLLEGE MENS,NORTH ALABAMA,CHARLESTON SOUTHERN,n/a,-440,340,NORTH ALABAMA,-440
BASKETBALL,COLLEGE MENS,CLEVELAND STATE,OAKLAND,n/a,110,-130,CLEVELAND STATE,110
BASKETBALL,COLLEGE MENS,DELAWARE STATE,GRAMBLING,n/a,164,-198,DELAWARE STATE,164
BASKETBALL,COLLEGE MENS,MOREHEAD STATE,UT MARTIN,n/a,-245,200,MOREHEAD STATE,-245
BASKETBALL,COLLEGE MENS,BELMONT,UC IRVINE,n/a,110,-130,UC IRVINE,-130
BASKETBALL,COLLEGE MENS,MIDDLE TENNESSEE,LIPSCOMB,n/a,-125,105,MIDDLE TENNESSEE,-125
BASKETBALL,COLLEGE MENS,TEXAS,NEW ORLEANS,n/a,-20000,3500,TEXAS,-20000
BASKETBALL,COLLEGE MENS,LITTLE ROCK,SIU EDWARDSVILLE,n/a,-162,136,LITTLE ROCK,-162
BASKETBALL,COLLEGE MENS,WYOMING,BELLARMINE,n/a,-1450,850,WYOMING,-1450
BASKETBALL,COLLEGE MENS,SOUTHERN INDIANA,TENNESSEE STATE,n/a,-198,164,SOUTHERN INDIANA,-198
BASKETBALL,COLLEGE MENS,SE MISSOURI STATE,EASTERN ILLINOIS,n/a,-218,180,SE MISSOURI STATE,-218
BASKETBALL,COLLEGE MENS,LINDENWOOD,TENNESSEE TECH,n/a,-142,120,TENNESSEE TECH,120
BASKETBALL,COLLEGE MENS,UTAH TECH,SOUTH DAKOTA,n/a,124,-148,UTAH TECH,124
BASKETBALL,COLLEGE MENS,PEPPERDINE,LONG BEACH STATE,n/a,-270,220,LONG BEACH STATE,-270
BASKETBALL,COLLEGE MENS,GRAND CANYON,CHICAGO STATE,n/a,"","",GRAND CANYON,""
BASKETBALL,COLLEGE MENS,SAINT MARYS,MERRIMACK,n/a,-5000,1800,SAINT MARYS,-5000
BASKETBALL,COLLEGE MENS,EAST TEXAS A&M,ABILENE CHRISTIAN,n/a,370,-485,EAST TEXAS A&M,370
BASKETBALL,COLLEGE MENS,UMASS LOWELL,STONEHILL,n/a,-1100,700,UMASS LOWELL,-1100
BASKETBALL,COLLEGE MENS,USC UPSTATE,SOUTH CAROLINA STATE,n/a,102,-122,SOUTH CAROLINA STATE,-122
BASKETBALL,COLLEGE MENS,GEORGETOWN,CREIGHTON,n/a,154,-185,GEORGETOWN,154
BASKETBALL,COLLEGE MENS,LA SALLE,FAIRLEIGH DICKINSON,n/a,-1600,900,LA SALLE,-1600
BASKETBALL,COLLEGE MENS,VIRGINIA,MEMPHIS,n/a,145,-175,MEMPHIS,-175
BASKETBALL,COLLEGE MENS,UCONN,XAVIER,n/a,-1350,800,UCONN,-1350
BASKETBALL,COLLEGE MENS,TEMPLE,DAVIDSON,n/a,-130,110,TEMPLE,-130
BASKETBALL,COLLEGE MENS,SAINT JOSEPHS,AMERICAN,n/a,-850,575,SAINT JOSEPHS,-850
BASKETBALL,COLLEGE MENS,OHIO,AUSTIN PEAY,n/a,-900,600,OHIO,-900
BASKETBALL,COLLEGE MENS,NORTHERN KENTUCKY,DETROIT MERCY,n/a,-1000,650,NORTHERN KENTUCKY,-1000
BASKETBALL,COLLEGE MENS,SOUTH FLORIDA,BETHUNE-COOKMAN,n/a,-750,525,BETHUNE-COOKMAN,525
BASKETBALL,COLLEGE MENS,UMASS,NORTHEASTERN,n/a,-166,140,UMASS,-166
BASKETBALL,COLLEGE MENS,WRIGHT STATE,YOUNGSTOWN STATE,n/a,-290,235,YOUNGSTOWN STATE,235
BASKETBALL,COLLEGE MENS,GEORGE WASHINGTON,LAFAYETTE,n/a,-900,600,GEORGE WASHINGTON,-900
BASKETBALL,COLLEGE MENS,INDIANA STATE,MURRAY STATE,n/a,140,-166,INDIANA STATE,140
BASKETBALL,COLLEGE MENS,UNC WILMINGTON,FLORIDA GULF COAST,n/a,-285,230,UNC WILMINGTON,-285
BASKETBALL,COLLEGE MENS,ETSU,ELON,n/a,-155,130,ETSU,-155
BASKETBALL,COLLEGE MENS,VERMONT,MIAMI OH,n/a,-205,170,VERMONT,-205
BASKETBALL,COLLEGE MENS,WILLIAM & MARY,RICHMOND,n/a,-135,114,WILLIAM & MARY,-135
BASKETBALL,COLLEGE MENS,FAIRFIELD,CENTRAL CONNECTICUT STATE,n/a,100,-120,CENTRAL CONNECTICUT STATE,-120
BASKETBALL,COLLEGE MENS,QUEENS NC,MERCER,n/a,-112,-108,QUEENS NC,-112
BASKETBALL,COLLEGE MENS,CAMPBELL,LONGWOOD,n/a,130,-155,LONGWOOD,-155
BASKETBALL,COLLEGE MENS,GEORGIA TECH,UMBC,n/a,-1650,950,GEORGIA TECH,-1650
BASKETBALL,COLLEGE MENS,UAB,ALABAMA A&M,n/a,-4000,1600,UAB,-4000
BASKETBALL,COLLEGE MENS,UT RIO GRANDE VALLEY,SOUTHERN UTAH,n/a,-122,102,UT RIO GRANDE VALLEY,-122
BASKETBALL,COLLEGE MENS,HOUSTON,TOLEDO,n/a,-6500,2000,HOUSTON,-6500
BASKETBALL,COLLEGE MENS,SAINT LOUIS,WOFFORD,n/a,-345,275,WOFFORD,275
BASKETBALL,COLLEGE MENS,ILLINOIS STATE,NORTHERN ILLINOIS,n/a,-1350,800,ILLINOIS STATE,-1350
BASKETBALL,COLLEGE MENS,OKLAHOMA STATE,TARLETON STATE,n/a,-4500,1700,OKLAHOMA STATE,-4500
BASKETBALL,COLLEGE MENS,BRADLEY,SAN FRANCISCO,n/a,-130,110,BRADLEY,-130
BASKETBALL,COLLEGE MENS,UT ARLINGTON,EVANSVILLE,n/a,-375,295,UT ARLINGTON,-375
BASKETBALL,COLLEGE MENS,LOUISIANA,APPALACHIAN STATE,n/a,105,-125,LOUISIANA,105
BASKETBALL,COLLEGE MENS,VANDERBILT,THE CITADEL,n/a,-6500,2000,VANDERBILT,-6500
BASKETBALL,COLLEGE MENS,MARQUETTE,BUTLER,n/a,-1200,750,MARQUETTE,-1200
BASKETBALL,COLLEGE MENS,OKLAHOMA,MICHIGAN,n/a,160,-192,OKLAHOMA,160
BASKETBALL,COLLEGE MENS,NORTH DAKOTA,ALABAMA,n/a,2000,-6500,ALABAMA,-6500
BASKETBALL,COLLEGE MENS,ARIZONA,SAMFORD,n/a,-1650,950,ARIZONA,-1650
BASKETBALL,COLLEGE MENS,NEW MEXICO,VCU,n/a,-162,136,NEW MEXICO,-162
BASKETBALL,COLLEGE MENS,UC DAVIS,IDAHO,n/a,-285,230,UC DAVIS,-285
BASKETBALL,COLLEGE MENS,IDAHO STATE,UTAH VALLEY,n/a,-110,-110,UTAH VALLEY,-110
BASKETBALL,COLLEGE MENS,USC,CSUN,n/a,-900,600,USC,-900
BASKETBALL,COLLEGE MENS,SANTA CLARA,KENNESAW STATE,n/a,-1800,1000,SANTA CLARA,-1800
BASKETBALL,COLLEGE MENS,PACIFIC,PORTLAND STATE,n/a,-185,154,PORTLAND STATE,154
BASKETBALL,COLLEGE MENS,LOYOLA MARYMOUNT,UC SANTA BARBARA,n/a,-155,130,LOYOLA MARYMOUNT,-155
BASKETBALL,COLLEGE MENS,UC RIVERSIDE,MONTANA STATE,n/a,-155,130,UC RIVERSIDE,-155
BASKETBALL,COLLEGE MENS,PORTLAND,CSU BAKERSFIELD,n/a,-105,-115,CSU BAKERSFIELD,-115
BASKETBALL,COLLEGE MENS,WASHINGTON,WASHINGTON STATE,n/a,-155,130,WASHINGTON,-155
BASKETBALL,COLLEGE MENS,NORTH TEXAS,MISSISSIPPI VALLEY,n/a,"","",NORTH TEXAS,""
BASKETBALL,COLLEGE MENS,GONZAGA,NICHOLLS STATE,n/a,-20000,3500,GONZAGA,-20000
FOOTBALL,CFB,JAMES MADISON,WESTERN KENTUCKY,n/a,-285,230,JAMES MADISON,-285
FOOTBALL,CFB,UNLV,CALIFORNIA,n/a,-155,130,UNLV,-155
BASKETBALL,NBA,OKC THUNDER,MIL BUCKS,IN-SEASON TOURNAMENT,-205,170,MIL BUCKS,170
FOOTBALL,CFB,WEST VIRGINIA,MEMPHIS,n/a,180,-218,MEMPHIS,-218
BASKETBALL,COLLEGE MENS,HOWARD,DREXEL,n/a,102,-122,DREXEL,-122
BASKETBALL,COLLEGE MENS,UNC ASHEVILLE,NORTH FLORIDA,n/a,-155,130,UNC ASHEVILLE,-155
BASKETBALL,COLLEGE MENS,FLORIDA,NORTH CAROLINA,n/a,-166,140,FLORIDA,-166
BASKETBALL,COLLEGE MENS,DAYTON,UNLV,n/a,-700,500,DAYTON,-700
BASKETBALL,COLLEGE MENS,SOUTH CAROLINA,CLEMSON,n/a,110,-130,SOUTH CAROLINA,110
BASKETBALL,COLLEGE MENS,DUKE,GEORGE MASON,n/a,-4500,1700,DUKE,-4500
BASKETBALL,COLLEGE MENS,MICHIGAN STATE,OAKLAND,n/a,-1800,1000,MICHIGAN STATE,-1800
BASKETBALL,COLLEGE MENS,FLORIDA STATE,WINTHROP,n/a,-575,490,FLORIDA STATE,-575
BASKETBALL,COLLEGE MENS,WAKE FOREST,JAMES MADISON,n/a,-375,295,WAKE FOREST,-375
BASKETBALL,COLLEGE MENS,OLE MISS,SOUTHERN UNIVERSITY,n/a,-6500,2000,OLE MISS,-6500
BASKETBALL,COLLEGE MENS,QUINNIPIAC,HOLY CROSS,n/a,-600,440,HOLY CROSS,440
BASKETBALL,COLLEGE MENS,EAST CAROLINA,FIU,n/a,-360,285,EAST CAROLINA,-360
BASKETBALL,COLLEGE MENS,CHARLOTTE,WEST GEORGIA,n/a,-1200,750,CHARLOTTE,-1200
BASKETBALL,COLLEGE MENS,NORTH CAROLINA A&T,COASTAL CAROLINA,n/a,-180,150,COASTAL CAROLINA,150
BASKETBALL,COLLEGE MENS,GEORGIA SOUTHERN,GARDNER-WEBB,n/a,-166,140,GEORGIA SOUTHERN,-166
BASKETBALL,COLLEGE MENS,ROBERT MORRIS,TOWSON,n/a,110,-130,ROBERT MORRIS,110
BASKETBALL,COLLEGE MENS,TENNESSEE,WESTERN CAROLINA,n/a,-20000,3500,TENNESSEE,-20000
BASKETBALL,COLLEGE MENS,VILLANOVA,SETON HALL,n/a,-440,340,VILLANOVA,-440
BASKETBALL,COLLEGE MENS,MISSOURI,JACKSONVILLE STATE,n/a,-1650,950,MISSOURI,-1650
BASKETBALL,COLLEGE MENS,MISSISSIPPI STATE,CENTRAL MICHIGAN,n/a,-3600,1500,MISSISSIPPI STATE,-3600
BASKETBALL,COLLEGE MENS,WICHITA STATE,UMKC,n/a,-1450,850,UMKC,850
BASKETBALL,COLLEGE MENS,MARYLAND,SAINT FRANCIS PA,n/a,-20000,3500,MARYLAND,-20000
BASKETBALL,COLLEGE MENS,OHIO STATE,VALPARAISO,n/a,-4500,1700,OHIO STATE,-4500
BASKETBALL,COLLEGE MENS,KANSAS STATE,DRAKE,n/a,-125,105,DRAKE,105
BASKETBALL,COLLEGE MENS,WESTERN KENTUCKY,SEATTLE,n/a,-305,245,WESTERN KENTUCKY,-305
BASKETBALL,COLLEGE MENS,AUBURN,GEORGIA STATE,n/a,-20000,3500,AUBURN,-20000
BASKETBALL,COLLEGE MENS,SOUTHERN MISS,LAMAR,n/a,120,-142,LAMAR,-142
BASKETBALL,COLLEGE MENS,ULM,HOUSTON CHRISTIAN,n/a,-180,150,HOUSTON CHRISTIAN,150
BASKETBALL,COLLEGE MENS,WESTERN ILLINOIS,TENNESSEE TECH,n/a,-130,110,WESTERN ILLINOIS,-130
BASKETBALL,COLLEGE MENS,UTAH STATE,UC SAN DIEGO,n/a,-470,360,UC SAN DIEGO,360
BASKETBALL,COLLEGE MENS,COLORADO STATE,RADFORD,n/a,-950,625,COLORADO STATE,-950
BASKETBALL,COLLEGE MENS,BOISE STATE,TEXAS SOUTHERN,n/a,-8000,2200,BOISE STATE,-8000
BASKETBALL,COLLEGE MENS,LSU,STETSON,n/a,-4500,1700,LSU,-4500
BASKETBALL,COLLEGE MENS,UTAH,FLORIDA A&M,n/a,"","",UTAH,""
BASKETBALL,COLLEGE MENS,UCLA,PRAIRIE VIEW,n/a,-20000,3500,UCLA,-20000
BASKETBALL,COLLEGE MENS,STANFORD,MERRIMACK,n/a,-1650,950,STANFORD,-1650
BASKETBALL,COLLEGE MENS,CAL POLY,DENVER,n/a,-600,440,CAL POLY,-600
BASKETBALL,COLLEGE MENS,OREGON STATE,SACRAMENTO STATE,n/a,-4000,1600,OREGON STATE,-4000
BASKETBALL,COLLEGE MENS,CHARLESTON,WOFFORD,n/a,-270,220,CHARLESTON,-270
BASKETBALL,COLLEGE MENS,CENTRAL ARKANSAS,THE CITADEL,n/a,-170,142,CENTRAL ARKANSAS,-170
BASKETBALL,COLLEGE MENS,GRAMBLING,SE LOUISIANA,n/a,-135,114,SE LOUISIANA,114
BASKETBALL,COLLEGE MENS,MIDDLE TENNESSEE,CALIFORNIA BAPTIST,n/a,-198,164,MIDDLE TENNESSEE,-198
BASKETBALL,COLLEGE MENS,LOUISIANA TECH,GRAND CANYON,n/a,120,-142,LOUISIANA TECH,120
BASKETBALL,COLLEGE MENS,TCU,SOUTH ALABAMA,n/a,-900,600,TCU,-900
BASKETBALL,COLLEGE MENS,NORTHERN IOWA,MONTANA,n/a,-575,425,NORTHERN IOWA,-575
BASKETBALL,COLLEGE MENS,NORTHERN COLORADO,AIR FORCE,n/a,-520,390,NORTHERN COLORADO,-520
BASKETBALL,COLLEGE MENS,RICE,ALCORN,n/a,-1650,950,RICE,-1650
BASKETBALL,COLLEGE MENS,TEXAS TECH,ORAL ROBERTS,n/a,-4500,1700,TEXAS TECH,-4500
BASKETBALL,COLLEGE MENS,UTEP,TARLETON STATE,n/a,-1600,900,UTEP,-1600
BASKETBALL,COLLEGE MENS,NEW MEXICO STATE,SOUTHERN UTAH,n/a,-218,180,NEW MEXICO STATE,-218
FOOTBALL,NFL,MIN VIKINGS,CHI BEARS,n/a,-345,275,MIN VIKINGS,-345
FOOTBALL,NFL,LV RAIDERS,ATL FALCONS,n/a,240,-298,ATL FALCONS,-298
BASKETBALL,NBA,DET PISTONS,MIA HEAT,n/a,154,-185,DET PISTONS,154
BASKETBALL,NBA,CHA HORNETS,PHI 76ERS,n/a,130,-155,PHI 76ERS,-155
BASKETBALL,NBA,BKN NETS,CLE CAVALIERS,n/a,370,-485,CLE CAVALIERS,-485
BASKETBALL,NBA,TOR RAPTORS,CHI BULLS,n/a,102,-122,CHI BULLS,-122
BASKETBALL,NBA,SAC KINGS,DEN NUGGETS,n/a,-125,105,DEN NUGGETS,-125
BASKETBALL,NBA,LA CLIPPERS,UTA JAZZ,n/a,-355,280,LA CLIPPERS,-355
BASKETBALL,NBA,NY KNICKS,ATL HAWKS,IN-SEASON TOURNAMENT,-340,270,ATL HAWKS,270
BASKETBALL,NBA,HOU ROCKETS,GS WARRIORS,IN-SEASON TOURNAMENT,-142,120,HOU ROCKETS,-142
FOOTBALL,NFL,SF 49ERS,LA RAMS,n/a,-142,120,LA RAMS,120
BASKETBALL,NBA,BOS CELTICS,DET PISTONS,n/a,-800,550,BOS CELTICS,-800
BASKETBALL,NBA,MIA HEAT,TOR RAPTORS,n/a,-535,400,MIA HEAT,-535
BASKETBALL,NBA,NO PELICANS,SAC KINGS,n/a,220,-270,SAC KINGS,-270
BASKETBALL,COLLEGE MENS,VIRGINIA TECH,NORTH CAROLINA A&T,n/a,-1600,900,VIRGINIA TECH,-1600
BASKETBALL,COLLEGE MENS,VIRGINIA,BETHUNE-COOKMAN,n/a,-2100,1100,VIRGINIA,-2100
BASKETBALL,COLLEGE MENS,THE CITADEL,CAMPBELL,n/a,105,-125,CAMPBELL,-125
BASKETBALL,COLLEGE MENS,IOWA,IOWA STATE,n/a,195,-238,IOWA STATE,-238
BASKETBALL,COLLEGE MENS,TEXAS,NEW MEXICO STATE,n/a,-3600,1500,TEXAS,-3600
BASKETBALL,COLLEGE MENS,ARKANSAS STATE,UT ARLINGTON,n/a,-500,380,ARKANSAS STATE,-500
BASKETBALL,COLLEGE MENS,EVANSVILLE,CHATTANOOGA,n/a,-102,-118,CHATTANOOGA,-118
BASKETBALL,COLLEGE MENS,MERRIMACK,BOSTON UNIVERSITY,n/a,-192,160,MERRIMACK,-192
BASKETBALL,COLLEGE MENS,LOUISIANA TECH,GEORGIA SOUTHERN,n/a,-750,525,LOUISIANA TECH,-750
BASKETBALL,COLLEGE MENS,NEBRASKA,INDIANA,n/a,-180,150,NEBRASKA,-180
BASKETBALL,COLLEGE MENS,NORTHERN IOWA,OMAHA,n/a,-1600,900,NORTHERN IOWA,-1600
BASKETBALL,COLLEGE MENS,UTSA,NORTH DAKOTA,n/a,-325,260,UTSA,-325
BASKETBALL,COLLEGE MENS,COLORADO,SOUTH DAKOTA STATE,n/a,-455,350,COLORADO,-455
BASKETBALL,COLLEGE MENS,SAINT THOMAS MN,WESTERN MICHIGAN,n/a,-750,525,SAINT THOMAS MN,-750
BASKETBALL,COLLEGE MENS,UTAH TECH,WEBER STATE,n/a,140,-166,WEBER STATE,-166
BASKETBALL,NBA,CLE CAVALIERS,WAS WIZARDS,n/a,-1800,1000,CLE CAVALIERS,-1800
BASKETBALL,NBA,PHI 76ERS,IND PACERS,n/a,-250,205,IND PACERS,205
BASKETBALL,NBA,MEM GRIZZLIES,BKN NETS,n/a,-500,380,MEM GRIZZLIES,-500
BASKETBALL,NBA,CHI BULLS,CHA HORNETS,n/a,-250,205,CHI BULLS,-250
BASKETBALL,NBA,MIN TIMBERWOLVES,LA LAKERS,n/a,-355,280,MIN TIMBERWOLVES,-355
BASKETBALL,NBA,DEN NUGGETS,LA CLIPPERS,n/a,-245,200,DEN NUGGETS,-245
BASKETBALL,NBA,UTA JAZZ,PHO SUNS,n/a,240,-298,PHO SUNS,-298
BASKETBALL,NBA,POR TRAIL BLAZERS,SA SPURS,n/a,130,-155,SA SPURS,-155
BASKETBALL,COLLEGE MENS,CLEMSON,MEMPHIS,n/a,-258,210,MEMPHIS,210
BASKETBALL,COLLEGE MENS,PURDUE,TEXAS A&M,n/a,-142,120,TEXAS A&M,120
BASKETBALL,COLLEGE MENS,FURMAN,SOUTH CAROLINA STATE,n/a,-850,575,FURMAN,-850
BASKETBALL,COLLEGE MENS,SOUTH DAKOTA,WESTERN ILLINOIS,n/a,-470,360,SOUTH DAKOTA,-470
BASKETBALL,COLLEGE MENS,PENN STATE,COPPIN STATE,n/a,"","",PENN STATE,""
BASKETBALL,COLLEGE MENS,AUBURN,OHIO STATE,n/a,-800,550,AUBURN,-800
BASKETBALL,COLLEGE MENS,DEPAUL,WICHITA STATE,n/a,-185,154,DEPAUL,-185
BASKETBALL,COLLEGE MENS,LOUISIANA,LAMAR,n/a,-142,120,LAMAR,120
BASKETBALL,COLLEGE MENS,YOUNGSTOWN STATE,TOLEDO,n/a,-125,105,YOUNGSTOWN STATE,-125
BASKETBALL,COLLEGE MENS,JACKSONVILLE,ETSU,n/a,136,-162,JACKSONVILLE,136
BASKETBALL,COLLEGE MENS,CINCINNATI,XAVIER,n/a,-360,285,CINCINNATI,-360
BASKETBALL,COLLEGE MENS,UCF,TULSA,n/a,-675,490,UCF,-675
BASKETBALL,COLLEGE MENS,UMASS LOWELL,DARTMOUTH,n/a,-675,490,UMASS LOWELL,-675
BASKETBALL,COLLEGE MENS,FLORIDA ATLANTIC,TEXAS STATE,n/a,-425,330,FLORIDA ATLANTIC,-425
BASKETBALL,COLLEGE MENS,UNC ASHEVILLE,WESTERN CAROLINA,n/a,-425,330,UNC ASHEVILLE,-425
BASKETBALL,COLLEGE MENS,APPALACHIAN STATE,HIGH POINT,n/a,210,-258,HIGH POINT,-258
BASKETBALL,COLLEGE MENS,WESTERN KENTUCKY,MURRAY STATE,n/a,-245,200,WESTERN KENTUCKY,-245
BASKETBALL,COLLEGE MENS,LONGWOOD,NC CENTRAL,n/a,-355,280,NC CENTRAL,280
BASKETBALL,COLLEGE MENS,GARDNER-WEBB,QUEENS NC,n/a,-258,210,QUEENS NC,210
BASKETBALL,COLLEGE MENS,SOUTH CAROLINA,USC UPSTATE,n/a,-20000,3500,SOUTH CAROLINA,-20000
BASKETBALL,COLLEGE MENS,GEORGIA STATE,CHARLOTTE,n/a,-122,102,CHARLOTTE,102
BASKETBALL,COLLEGE MENS,BUTLER,WISCONSIN,n/a,180,-218,WISCONSIN,-218
BASKETBALL,COLLEGE MENS,ARIZONA,UCLA,n/a,-180,150,UCLA,150
BASKETBALL,COLLEGE MENS,RUTGERS,SETON HALL,n/a,-800,550,RUTGERS,-800
BASKETBALL,COLLEGE MENS,CALIFORNIA,NORTHWESTERN STATE,n/a,-1350,800,CALIFORNIA,-1350
BASKETBALL,COLLEGE MENS,HOWARD,UNC WILMINGTON,n/a,160,-192,HOWARD,160
